"node_id","parent_id","node_type","band_code","band_title","scene_slug","scene_title","stage_key","stage_title","sort_order","is_published","topic","summary","objective","dialogue_seed","vocabulary_seed","grammar_seed","estimated_minutes","tags","scene_title_en"
"scene:a2-03:stage:daily-mission","scene:a2-03","stage","A2","初级（日常事务英语）","a2-03","描述外貌与性格","daily-mission","第 4 关 · 事务完成","4","true","描述外貌与性格","把任务说完，说到对方能给出下一步动作。","能独立完成一次“描述外貌与性格”事务沟通，把需求、限制和期望结果说清楚。","围绕“描述外貌与性格”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“描述外貌与性格”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|描述外貌与性格|daily-mission","Describing Appearance and Personality"
"scene:a2-04","band:A2","scene","A2","初级（日常事务英语）","a2-04","日常作息与习惯","","","4","true","日常作息与习惯","初级（日常事务英语） 场景：日常作息与习惯","围绕“日常作息与习惯”完成从输入、搭建、互动到输出的关卡训练。","围绕“日常作息与习惯”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“日常作息与习惯”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“日常作息与习惯”匹配最实用的语法重点与表达结构。","20","A2|日常作息与习惯","Daily Routines and Habits"
"scene:a2-04:stage:task-map","scene:a2-04","stage","A2","初级（日常事务英语）","a2-04","日常作息与习惯","task-map","第 1 关 · 建立任务地图","1","true","日常作息与习惯","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“日常作息与习惯”的基本流程，知道交流中需要主动提供哪些信息。","围绕“日常作息与习惯”设计 2 轮任务起始对话，突出信息交换顺序。","提取“日常作息与习惯”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|日常作息与习惯|task-map","Daily Routines and Habits"
"scene:a2-04:stage:functional-patterns","scene:a2-04","stage","A2","初级（日常事务英语）","a2-04","日常作息与习惯","functional-patterns","第 2 关 · 功能句型","2","true","日常作息与习惯","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“日常作息与习惯”里的问价、安排、说明和请求。","围绕“日常作息与习惯”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“日常作息与习惯”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|日常作息与习惯|functional-patterns","Daily Routines and Habits"
"scene:a2-04:stage:multi-turn-handling","scene:a2-04","stage","A2","初级（日常事务英语）","a2-04","日常作息与习惯","multi-turn-handling","第 3 关 · 多轮应对","3","true","日常作息与习惯","面对追问时继续说下去，而不是说一句就结束。","能在“日常作息与习惯”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“日常作息与习惯”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“日常作息与习惯”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|日常作息与习惯|multi-turn-handling","Daily Routines and Habits"
"scene:a2-04:stage:daily-mission","scene:a2-04","stage","A2","初级（日常事务英语）","a2-04","日常作息与习惯","daily-mission","第 4 关 · 事务完成","4","true","日常作息与习惯","把任务说完，说到对方能给出下一步动作。","能独立完成一次“日常作息与习惯”事务沟通，把需求、限制和期望结果说清楚。","围绕“日常作息与习惯”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“日常作息与习惯”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|日常作息与习惯|daily-mission","Daily Routines and Habits"
"scene:a2-05","band:A2","scene","A2","初级（日常事务英语）","a2-05","邀约、安排时间与计划","","","5","true","邀约、安排时间与计划","初级（日常事务英语） 场景：邀约、安排时间与计划","围绕“邀约、安排时间与计划”完成从输入、搭建、互动到输出的关卡训练。","围绕“邀约、安排时间与计划”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“邀约、安排时间与计划”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“邀约、安排时间与计划”匹配最实用的语法重点与表达结构。","20","A2|邀约-安排时间与计划","Invitations, Scheduling, and Plans"
"scene:a2-05:stage:task-map","scene:a2-05","stage","A2","初级（日常事务英语）","a2-05","邀约、安排时间与计划","task-map","第 1 关 · 建立任务地图","1","true","邀约、安排时间与计划","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“邀约、安排时间与计划”的基本流程，知道交流中需要主动提供哪些信息。","围绕“邀约、安排时间与计划”设计 2 轮任务起始对话，突出信息交换顺序。","提取“邀约、安排时间与计划”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|邀约-安排时间与计划|task-map","Invitations, Scheduling, and Plans"
"scene:a2-05:stage:functional-patterns","scene:a2-05","stage","A2","初级（日常事务英语）","a2-05","邀约、安排时间与计划","functional-patterns","第 2 关 · 功能句型","2","true","邀约、安排时间与计划","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“邀约、安排时间与计划”里的问价、安排、说明和请求。","围绕“邀约、安排时间与计划”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“邀约、安排时间与计划”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|邀约-安排时间与计划|functional-patterns","Invitations, Scheduling, and Plans"
"scene:a2-05:stage:multi-turn-handling","scene:a2-05","stage","A2","初级（日常事务英语）","a2-05","邀约、安排时间与计划","multi-turn-handling","第 3 关 · 多轮应对","3","true","邀约、安排时间与计划","面对追问时继续说下去，而不是说一句就结束。","能在“邀约、安排时间与计划”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“邀约、安排时间与计划”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“邀约、安排时间与计划”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|邀约-安排时间与计划|multi-turn-handling","Invitations, Scheduling, and Plans"
"scene:a2-05:stage:daily-mission","scene:a2-05","stage","A2","初级（日常事务英语）","a2-05","邀约、安排时间与计划","daily-mission","第 4 关 · 事务完成","4","true","邀约、安排时间与计划","把任务说完，说到对方能给出下一步动作。","能独立完成一次“邀约、安排时间与计划”事务沟通，把需求、限制和期望结果说清楚。","围绕“邀约、安排时间与计划”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“邀约、安排时间与计划”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|邀约-安排时间与计划|daily-mission","Invitations, Scheduling, and Plans"
"scene:a2-06","band:A2","scene","A2","初级（日常事务英语）","a2-06","打电话与留言","","","6","true","打电话与留言","初级（日常事务英语） 场景：打电话与留言","围绕“打电话与留言”完成从输入、搭建、互动到输出的关卡训练。","围绕“打电话与留言”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“打电话与留言”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“打电话与留言”匹配最实用的语法重点与表达结构。","20","A2|打电话与留言","Phone Calls and Messages"
"scene:a2-06:stage:task-map","scene:a2-06","stage","A2","初级（日常事务英语）","a2-06","打电话与留言","task-map","第 1 关 · 建立任务地图","1","true","打电话与留言","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“打电话与留言”的基本流程，知道交流中需要主动提供哪些信息。","围绕“打电话与留言”设计 2 轮任务起始对话，突出信息交换顺序。","提取“打电话与留言”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|打电话与留言|task-map","Phone Calls and Messages"
"scene:a2-06:stage:functional-patterns","scene:a2-06","stage","A2","初级（日常事务英语）","a2-06","打电话与留言","functional-patterns","第 2 关 · 功能句型","2","true","打电话与留言","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“打电话与留言”里的问价、安排、说明和请求。","围绕“打电话与留言”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“打电话与留言”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|打电话与留言|functional-patterns","Phone Calls and Messages"
"scene:a2-06:stage:multi-turn-handling","scene:a2-06","stage","A2","初级（日常事务英语）","a2-06","打电话与留言","multi-turn-handling","第 3 关 · 多轮应对","3","true","打电话与留言","面对追问时继续说下去，而不是说一句就结束。","能在“打电话与留言”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“打电话与留言”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“打电话与留言”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|打电话与留言|multi-turn-handling","Phone Calls and Messages"
"scene:a2-06:stage:daily-mission","scene:a2-06","stage","A2","初级（日常事务英语）","a2-06","打电话与留言","daily-mission","第 4 关 · 事务完成","4","true","打电话与留言","把任务说完，说到对方能给出下一步动作。","能独立完成一次“打电话与留言”事务沟通，把需求、限制和期望结果说清楚。","围绕“打电话与留言”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“打电话与留言”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|打电话与留言|daily-mission","Phone Calls and Messages"
"scene:a2-07","band:A2","scene","A2","初级（日常事务英语）","a2-07","看病与描述不适","","","7","true","看病与描述不适","初级（日常事务英语） 场景：看病与描述不适","围绕“看病与描述不适”完成从输入、搭建、互动到输出的关卡训练。","围绕“看病与描述不适”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“看病与描述不适”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“看病与描述不适”匹配最实用的语法重点与表达结构。","20","A2|看病与描述不适","Seeing a Doctor and Describing Symptoms"
"scene:a2-07:stage:task-map","scene:a2-07","stage","A2","初级（日常事务英语）","a2-07","看病与描述不适","task-map","第 1 关 · 建立任务地图","1","true","看病与描述不适","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“看病与描述不适”的基本流程，知道交流中需要主动提供哪些信息。","围绕“看病与描述不适”设计 2 轮任务起始对话，突出信息交换顺序。","提取“看病与描述不适”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|看病与描述不适|task-map","Seeing a Doctor and Describing Symptoms"
"scene:a2-07:stage:functional-patterns","scene:a2-07","stage","A2","初级（日常事务英语）","a2-07","看病与描述不适","functional-patterns","第 2 关 · 功能句型","2","true","看病与描述不适","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“看病与描述不适”里的问价、安排、说明和请求。","围绕“看病与描述不适”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“看病与描述不适”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|看病与描述不适|functional-patterns","Seeing a Doctor and Describing Symptoms"
"scene:a2-07:stage:multi-turn-handling","scene:a2-07","stage","A2","初级（日常事务英语）","a2-07","看病与描述不适","multi-turn-handling","第 3 关 · 多轮应对","3","true","看病与描述不适","面对追问时继续说下去，而不是说一句就结束。","能在“看病与描述不适”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“看病与描述不适”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“看病与描述不适”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|看病与描述不适|multi-turn-handling","Seeing a Doctor and Describing Symptoms"
"scene:a2-07:stage:daily-mission","scene:a2-07","stage","A2","初级（日常事务英语）","a2-07","看病与描述不适","daily-mission","第 4 关 · 事务完成","4","true","看病与描述不适","把任务说完，说到对方能给出下一步动作。","能独立完成一次“看病与描述不适”事务沟通，把需求、限制和期望结果说清楚。","围绕“看病与描述不适”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“看病与描述不适”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|看病与描述不适|daily-mission","Seeing a Doctor and Describing Symptoms"
"scene:a2-08","band:A2","scene","A2","初级（日常事务英语）","a2-08","交通出行（公交、地铁、打车）","","","8","true","交通出行（公交、地铁、打车）","初级（日常事务英语） 场景：交通出行（公交、地铁、打车）","围绕“交通出行（公交、地铁、打车）”完成从输入、搭建、互动到输出的关卡训练。","围绕“交通出行（公交、地铁、打车）”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“交通出行（公交、地铁、打车）”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“交通出行（公交、地铁、打车）”匹配最实用的语法重点与表达结构。","20","A2|交通出行-公交-地铁-打车","Transportation and Getting Around"
"scene:a2-08:stage:task-map","scene:a2-08","stage","A2","初级（日常事务英语）","a2-08","交通出行（公交、地铁、打车）","task-map","第 1 关 · 建立任务地图","1","true","交通出行（公交、地铁、打车）","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“交通出行（公交、地铁、打车）”的基本流程，知道交流中需要主动提供哪些信息。","围绕“交通出行（公交、地铁、打车）”设计 2 轮任务起始对话，突出信息交换顺序。","提取“交通出行（公交、地铁、打车）”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|交通出行-公交-地铁-打车|task-map","Transportation and Getting Around"
"scene:a2-08:stage:functional-patterns","scene:a2-08","stage","A2","初级（日常事务英语）","a2-08","交通出行（公交、地铁、打车）","functional-patterns","第 2 关 · 功能句型","2","true","交通出行（公交、地铁、打车）","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“交通出行（公交、地铁、打车）”里的问价、安排、说明和请求。","围绕“交通出行（公交、地铁、打车）”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“交通出行（公交、地铁、打车）”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|交通出行-公交-地铁-打车|functional-patterns","Transportation and Getting Around"
"scene:a2-08:stage:multi-turn-handling","scene:a2-08","stage","A2","初级（日常事务英语）","a2-08","交通出行（公交、地铁、打车）","multi-turn-handling","第 3 关 · 多轮应对","3","true","交通出行（公交、地铁、打车）","面对追问时继续说下去，而不是说一句就结束。","能在“交通出行（公交、地铁、打车）”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“交通出行（公交、地铁、打车）”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“交通出行（公交、地铁、打车）”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|交通出行-公交-地铁-打车|multi-turn-handling","Transportation and Getting Around"
"scene:a2-08:stage:daily-mission","scene:a2-08","stage","A2","初级（日常事务英语）","a2-08","交通出行（公交、地铁、打车）","daily-mission","第 4 关 · 事务完成","4","true","交通出行（公交、地铁、打车）","把任务说完，说到对方能给出下一步动作。","能独立完成一次“交通出行（公交、地铁、打车）”事务沟通，把需求、限制和期望结果说清楚。","围绕“交通出行（公交、地铁、打车）”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“交通出行（公交、地铁、打车）”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|交通出行-公交-地铁-打车|daily-mission","Transportation and Getting Around"
"scene:a2-09","band:A2","scene","A2","初级（日常事务英语）","a2-09","兴趣爱好与娱乐","","","9","true","兴趣爱好与娱乐","初级（日常事务英语） 场景：兴趣爱好与娱乐","围绕“兴趣爱好与娱乐”完成从输入、搭建、互动到输出的关卡训练。","围绕“兴趣爱好与娱乐”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“兴趣爱好与娱乐”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“兴趣爱好与娱乐”匹配最实用的语法重点与表达结构。","20","A2|兴趣爱好与娱乐","Hobbies and Entertainment"
"scene:a2-09:stage:task-map","scene:a2-09","stage","A2","初级（日常事务英语）","a2-09","兴趣爱好与娱乐","task-map","第 1 关 · 建立任务地图","1","true","兴趣爱好与娱乐","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“兴趣爱好与娱乐”的基本流程，知道交流中需要主动提供哪些信息。","围绕“兴趣爱好与娱乐”设计 2 轮任务起始对话，突出信息交换顺序。","提取“兴趣爱好与娱乐”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|兴趣爱好与娱乐|task-map","Hobbies and Entertainment"
"scene:a2-09:stage:functional-patterns","scene:a2-09","stage","A2","初级（日常事务英语）","a2-09","兴趣爱好与娱乐","functional-patterns","第 2 关 · 功能句型","2","true","兴趣爱好与娱乐","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“兴趣爱好与娱乐”里的问价、安排、说明和请求。","围绕“兴趣爱好与娱乐”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“兴趣爱好与娱乐”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|兴趣爱好与娱乐|functional-patterns","Hobbies and Entertainment"
"scene:a2-09:stage:multi-turn-handling","scene:a2-09","stage","A2","初级（日常事务英语）","a2-09","兴趣爱好与娱乐","multi-turn-handling","第 3 关 · 多轮应对","3","true","兴趣爱好与娱乐","面对追问时继续说下去，而不是说一句就结束。","能在“兴趣爱好与娱乐”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“兴趣爱好与娱乐”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“兴趣爱好与娱乐”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|兴趣爱好与娱乐|multi-turn-handling","Hobbies and Entertainment"
"scene:a2-09:stage:daily-mission","scene:a2-09","stage","A2","初级（日常事务英语）","a2-09","兴趣爱好与娱乐","daily-mission","第 4 关 · 事务完成","4","true","兴趣爱好与娱乐","把任务说完，说到对方能给出下一步动作。","能独立完成一次“兴趣爱好与娱乐”事务沟通，把需求、限制和期望结果说清楚。","围绕“兴趣爱好与娱乐”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“兴趣爱好与娱乐”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|兴趣爱好与娱乐|daily-mission","Hobbies and Entertainment"
"scene:a2-10","band:A2","scene","A2","初级（日常事务英语）","a2-10","感谢、道歉、请求帮助","","","10","true","感谢、道歉、请求帮助","初级（日常事务英语） 场景：感谢、道歉、请求帮助","围绕“感谢、道歉、请求帮助”完成从输入、搭建、互动到输出的关卡训练。","围绕“感谢、道歉、请求帮助”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“感谢、道歉、请求帮助”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“感谢、道歉、请求帮助”匹配最实用的语法重点与表达结构。","20","A2|感谢-道歉-请求帮助","Thanks, Apologies, and Asking for Help"
"scene:a2-10:stage:task-map","scene:a2-10","stage","A2","初级（日常事务英语）","a2-10","感谢、道歉、请求帮助","task-map","第 1 关 · 建立任务地图","1","true","感谢、道歉、请求帮助","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“感谢、道歉、请求帮助”的基本流程，知道交流中需要主动提供哪些信息。","围绕“感谢、道歉、请求帮助”设计 2 轮任务起始对话，突出信息交换顺序。","提取“感谢、道歉、请求帮助”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|感谢-道歉-请求帮助|task-map","Thanks, Apologies, and Asking for Help"
"scene:a2-10:stage:functional-patterns","scene:a2-10","stage","A2","初级（日常事务英语）","a2-10","感谢、道歉、请求帮助","functional-patterns","第 2 关 · 功能句型","2","true","感谢、道歉、请求帮助","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“感谢、道歉、请求帮助”里的问价、安排、说明和请求。","围绕“感谢、道歉、请求帮助”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“感谢、道歉、请求帮助”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|感谢-道歉-请求帮助|functional-patterns","Thanks, Apologies, and Asking for Help"
"scene:a2-10:stage:multi-turn-handling","scene:a2-10","stage","A2","初级（日常事务英语）","a2-10","感谢、道歉、请求帮助","multi-turn-handling","第 3 关 · 多轮应对","3","true","感谢、道歉、请求帮助","面对追问时继续说下去，而不是说一句就结束。","能在“感谢、道歉、请求帮助”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“感谢、道歉、请求帮助”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“感谢、道歉、请求帮助”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|感谢-道歉-请求帮助|multi-turn-handling","Thanks, Apologies, and Asking for Help"
"scene:a2-10:stage:daily-mission","scene:a2-10","stage","A2","初级（日常事务英语）","a2-10","感谢、道歉、请求帮助","daily-mission","第 4 关 · 事务完成","4","true","感谢、道歉、请求帮助","把任务说完，说到对方能给出下一步动作。","能独立完成一次“感谢、道歉、请求帮助”事务沟通，把需求、限制和期望结果说清楚。","围绕“感谢、道歉、请求帮助”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“感谢、道歉、请求帮助”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|感谢-道歉-请求帮助|daily-mission","Thanks, Apologies, and Asking for Help"
"scene:a2-11","band:A2","scene","A2","初级（日常事务英语）","a2-11","简单过去时事件（昨天做了什么）","","","11","true","简单过去时事件（昨天做了什么）","初级（日常事务英语） 场景：简单过去时事件（昨天做了什么）","围绕“简单过去时事件（昨天做了什么）”完成从输入、搭建、互动到输出的关卡训练。","围绕“简单过去时事件（昨天做了什么）”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“简单过去时事件（昨天做了什么）”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“简单过去时事件（昨天做了什么）”匹配最实用的语法重点与表达结构。","20","A2|简单过去时事件-昨天做了什么","Simple Past Events"
"scene:a2-11:stage:task-map","scene:a2-11","stage","A2","初级（日常事务英语）","a2-11","简单过去时事件（昨天做了什么）","task-map","第 1 关 · 建立任务地图","1","true","简单过去时事件（昨天做了什么）","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“简单过去时事件（昨天做了什么）”的基本流程，知道交流中需要主动提供哪些信息。","围绕“简单过去时事件（昨天做了什么）”设计 2 轮任务起始对话，突出信息交换顺序。","提取“简单过去时事件（昨天做了什么）”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|简单过去时事件-昨天做了什么|task-map","Simple Past Events"
"scene:a2-11:stage:functional-patterns","scene:a2-11","stage","A2","初级（日常事务英语）","a2-11","简单过去时事件（昨天做了什么）","functional-patterns","第 2 关 · 功能句型","2","true","简单过去时事件（昨天做了什么）","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“简单过去时事件（昨天做了什么）”里的问价、安排、说明和请求。","围绕“简单过去时事件（昨天做了什么）”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“简单过去时事件（昨天做了什么）”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|简单过去时事件-昨天做了什么|functional-patterns","Simple Past Events"
"scene:a2-11:stage:multi-turn-handling","scene:a2-11","stage","A2","初级（日常事务英语）","a2-11","简单过去时事件（昨天做了什么）","multi-turn-handling","第 3 关 · 多轮应对","3","true","简单过去时事件（昨天做了什么）","面对追问时继续说下去，而不是说一句就结束。","能在“简单过去时事件（昨天做了什么）”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“简单过去时事件（昨天做了什么）”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“简单过去时事件（昨天做了什么）”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|简单过去时事件-昨天做了什么|multi-turn-handling","Simple Past Events"
"scene:a2-11:stage:daily-mission","scene:a2-11","stage","A2","初级（日常事务英语）","a2-11","简单过去时事件（昨天做了什么）","daily-mission","第 4 关 · 事务完成","4","true","简单过去时事件（昨天做了什么）","把任务说完，说到对方能给出下一步动作。","能独立完成一次“简单过去时事件（昨天做了什么）”事务沟通，把需求、限制和期望结果说清楚。","围绕“简单过去时事件（昨天做了什么）”设计 4 到 5 轮任务型对话，要求学习者自己组织完整表达。","提取“简单过去时事件（昨天做了什么）”里最自然的请求句、解释句和结束句。","聚焦过去式 / 将来安排、比较级和更完整的复合句。","6","A2|简单过去时事件-昨天做了什么|daily-mission","Simple Past Events"
"scene:a2-12","band:A2","scene","A2","初级（日常事务英语）","a2-12","酒店入住与简易租房","","","12","true","酒店入住与简易租房","初级（日常事务英语） 场景：酒店入住与简易租房","围绕“酒店入住与简易租房”完成从输入、搭建、互动到输出的关卡训练。","围绕“酒店入住与简易租房”生成难度递进的场景对话，确保每一关只聚焦一个核心任务。","围绕“酒店入住与简易租房”提炼高频词、功能短语、可替换句型和复用表达。","根据 A2 阶段特点，为“酒店入住与简易租房”匹配最实用的语法重点与表达结构。","20","A2|酒店入住与简易租房","Hotel Check-In and Basic Renting"
"scene:a2-12:stage:task-map","scene:a2-12","stage","A2","初级（日常事务英语）","a2-12","酒店入住与简易租房","task-map","第 1 关 · 建立任务地图","1","true","酒店入住与简易租房","看清场景流程，知道什么时候问、什么时候答、什么时候补信息。","理解“酒店入住与简易租房”的基本流程，知道交流中需要主动提供哪些信息。","围绕“酒店入住与简易租房”设计 2 轮任务起始对话，突出信息交换顺序。","提取“酒店入住与简易租房”里最关键的流程词、动作词和服务词。","聚焦一般现在时、祈使句、基础情态动词和礼貌请求。","4","A2|酒店入住与简易租房|task-map","Hotel Check-In and Basic Renting"
"scene:a2-12:stage:functional-patterns","scene:a2-12","stage","A2","初级（日常事务英语）","a2-12","酒店入住与简易租房","functional-patterns","第 2 关 · 功能句型","2","true","酒店入住与简易租房","学习能立即复用的功能句，不只是背单词。","能用 3 到 4 个高频句型完成“酒店入住与简易租房”里的问价、安排、说明和请求。","围绕“酒店入住与简易租房”设计 3 轮句型替换练习，让学习者在不同信息下复用表达。","提取“酒店入住与简易租房”里适合替换复用的句型骨架和槽位词。","聚焦 would like, have to, need to, want to 与时间地点表达。","5","A2|酒店入住与简易租房|functional-patterns","Hotel Check-In and Basic Renting"
"scene:a2-12:stage:multi-turn-handling","scene:a2-12","stage","A2","初级（日常事务英语）","a2-12","酒店入住与简易租房","multi-turn-handling","第 3 关 · 多轮应对","3","true","酒店入住与简易租房","面对追问时继续说下去，而不是说一句就结束。","能在“酒店入住与简易租房”中完成 4 轮多轮信息沟通，处理追问、确认和调整。","围绕“酒店入住与简易租房”设计 4 轮情境对话，加入追问、重说和重新安排。","提取“酒店入住与简易租房”里用于解释、修改和二次确认的表达。","聚焦过去式基础用法、时间顺序词和 because / so 说明关系。","5","A2|酒店入住与简易租房|multi-turn-handling","Hotel Check-In and Basic Renting"
