row_id,book_slug,book_title,topic,subtopic,word,phonetic,chinese,example,hint,sort_order
"909","categorized-collection","按类型区分（4000词）","医学","医学","corpse","kɔːps","n. 尸体","Try using ""corpse"" in a sentence related to 医学.","放到“医学”这一类里记，先把 corpse 和“尸体”稳定对应起来，再连同例句一起复用。","909"
"910","categorized-collection","按类型区分（4000词）","医学","医学","tingle","ˈtɪŋɡl","v. 感到刺痛；强烈地感到 n. 刺痛感；激动感","Try using ""tingle"" in a sentence related to 医学.","放到“医学”这一类里记，先把 tingle 和“感到刺痛”稳定对应起来，再连同例句一起复用。","910"
"911","categorized-collection","按类型区分（4000词）","医学","医学","bruise","bruːz","v. 挫伤；擦伤；（使）出现伤痕 n. 伤痕；擦伤；瘀伤","Try using ""bruise"" in a sentence related to 医学.","放到“医学”这一类里记，先把 bruise 和“挫伤”稳定对应起来，再连同例句一起复用。","911"
"912","categorized-collection","按类型区分（4000词）","医学","医学","fester","ˈfestə(r)","v. 化脓；溃烂；腐烂；恶化","Try using ""fester"" in a sentence related to 医学.","放到“医学”这一类里记，先把 fester 和“化脓”稳定对应起来，再连同例句一起复用。","912"
"913","categorized-collection","按类型区分（4000词）","医学","医学","intoxicate","ɪnˈtɒksɪkeɪt","v. 使中毒；使醉；使 ...陶醉","Try using ""intoxicate"" in a sentence related to 医学.","放到“医学”这一类里记，先把 intoxicate 和“使中毒”稳定对应起来，再连同例句一起复用。","913"
"914","categorized-collection","按类型区分（4000词）","医学","医学","survive","səˈvaɪv","v. 幸存；生存；存活；艰难挺过","Try using ""survive"" in a sentence related to 医学.","放到“医学”这一类里记，先把 survive 和“幸存”稳定对应起来，再连同例句一起复用。","914"
"915","categorized-collection","按类型区分（4000词）","医学","医学","inject","ɪnˈdʒekt","v. 注射；注入","Try using ""inject"" in a sentence related to 医学.","放到“医学”这一类里记，先把 inject 和“注射”稳定对应起来，再连同例句一起复用。","915"
"916","categorized-collection","按类型区分（4000词）","医学","医学","remedy","ˈremədi","n. 疗法；纠正办法 v. 纠正；治疗","Try using ""remedy"" in a sentence related to 医学.","放到“医学”这一类里记，先把 remedy 和“疗法”稳定对应起来，再连同例句一起复用。","916"
"917","categorized-collection","按类型区分（4000词）","医学","医学","prescription","prɪˈskrɪpʃ(ə)n","n. 处方；药方","Try using ""prescription"" in a sentence related to 医学.","放到“医学”这一类里记，先把 prescription 和“处方”稳定对应起来，再连同例句一起复用。","917"
"918","categorized-collection","按类型区分（4000词）","医学","医学","dissect","dɪˈsekt","v. 解剖；剖析；仔细分析","Try using ""dissect"" in a sentence related to 医学.","放到“医学”这一类里记，先把 dissect 和“解剖”稳定对应起来，再连同例句一起复用。","918"
"919","categorized-collection","按类型区分（4000词）","医学","医学","sterile","ˈsteraɪl","adj. 不能生育的；无菌的；贫瘠的","Try using ""sterile"" in a sentence related to 医学.","放到“医学”这一类里记，先把 sterile 和“不能生育的”稳定对应起来，再连同例句一起复用。","919"
"920","categorized-collection","按类型区分（4000词）","医学","医学","anatomy","əˈnætəmi","n. 解剖学；解剖；解剖体组织构造","Try using ""anatomy"" in a sentence related to 医学.","放到“医学”这一类里记，先把 anatomy 和“解剖学”稳定对应起来，再连同例句一起复用。","920"
"921","categorized-collection","按类型区分（4000词）","医学","医学","sanitation","ˌsænɪˈteɪʃ(ə)n","n. 公共卫生；卫生设施","Try using ""sanitation"" in a sentence related to 医学.","放到“医学”这一类里记，先把 sanitation 和“公共卫生”稳定对应起来，再连同例句一起复用。","921"
"922","categorized-collection","按类型区分（4000词）","医学","医学","sustenance","ˈsʌstənəns","n. 食物；营养；维持生计","Try using ""sustenance"" in a sentence related to 医学.","放到“医学”这一类里记，先把 sustenance 和“食物”稳定对应起来，再连同例句一起复用。","922"
"923","categorized-collection","按类型区分（4000词）","医学","医学","nutrition","njuˈtrɪʃ(ə)n","n. 营养；滋养","Try using ""nutrition"" in a sentence related to 医学.","放到“医学”这一类里记，先把 nutrition 和“营养”稳定对应起来，再连同例句一起复用。","923"
"924","categorized-collection","按类型区分（4000词）","医学","医学","malnourished","ˌmælˈnʌrɪʃt","adj. 营养失调的；营养不良的","Try using ""malnourished"" in a sentence related to 医学.","放到“医学”这一类里记，先把 malnourished 和“营养失调的”稳定对应起来，再连同例句一起复用。","924"
"925","categorized-collection","按类型区分（4000词）","政治","政治","welfare","ˈwelfeə(r)","n. 福利；社会救济","Try using ""welfare"" in a sentence related to 政治.","放到“政治”这一类里记，先把 welfare 和“福利”稳定对应起来，再连同例句一起复用。","925"
"926","categorized-collection","按类型区分（4000词）","政治","政治","vote","vəʊt","n. 选票；表决；得票数 v. 投票；选举","Try using ""vote"" in a sentence related to 政治.","放到“政治”这一类里记，先把 vote 和“选票”稳定对应起来，再连同例句一起复用。","926"
"927","categorized-collection","按类型区分（4000词）","政治","政治","veto","ˈviːtəʊ","n. 否决；否决权 v. 否决","Try using ""veto"" in a sentence related to 政治.","放到“政治”这一类里记，先把 veto 和“否决”稳定对应起来，再连同例句一起复用。","927"
"928","categorized-collection","按类型区分（4000词）","政治","政治","rejection","rɪˈdʒekʃ(ə)n","n. 拒绝；否决；拒斥","Try using ""rejection"" in a sentence related to 政治.","放到“政治”这一类里记，先把 rejection 和“拒绝”稳定对应起来，再连同例句一起复用。","928"
"929","categorized-collection","按类型区分（4000词）","政治","政治","embargo","ɪmˈbɑːɡəʊ","n. 禁止贸易令；禁运 v. 禁止…的贸易；禁运","Try using ""embargo"" in a sentence related to 政治.","放到“政治”这一类里记，先把 embargo 和“禁止贸易令”稳定对应起来，再连同例句一起复用。","929"
"930","categorized-collection","按类型区分（4000词）","政治","政治","sanction","ˈsæŋkʃ(ə)n","n. 批准；允许；认可；制裁；处罚 v. 批准；认可；制裁；处罚","Try using ""sanction"" in a sentence related to 政治.","放到“政治”这一类里记，先把 sanction 和“批准”稳定对应起来，再连同例句一起复用。","930"
"931","categorized-collection","按类型区分（4000词）","政治","政治","scandal","ˈskænd(ə)l","n. 丑闻；丑行","Try using ""scandal"" in a sentence related to 政治.","放到“政治”这一类里记，先把 scandal 和“丑闻”稳定对应起来，再连同例句一起复用。","931"
"932","categorized-collection","按类型区分（4000词）","政治","政治","strike","straɪk","v. 击打；罢工；侵袭；突然想到；划（火柴） n. 罢工；袭击","Try using ""strike"" in a sentence related to 政治.","放到“政治”这一类里记，先把 strike 和“击打”稳定对应起来，再连同例句一起复用。","932"
"933","categorized-collection","按类型区分（4000词）","政治","政治","parade","pəˈreɪd","n. 游行；阅兵 v. 游行；阅兵","Try using ""parade"" in a sentence related to 政治.","放到“政治”这一类里记，先把 parade 和“游行”稳定对应起来，再连同例句一起复用。","933"
"934","categorized-collection","按类型区分（4000词）","政治","政治","petition","pəˈtɪʃ(ə)n","v. 请求；请愿；祈求 n. 请愿书；祈求；诉状","Try using ""petition"" in a sentence related to 政治.","放到“政治”这一类里记，先把 petition 和“请求”稳定对应起来，再连同例句一起复用。","934"
"935","categorized-collection","按类型区分（4000词）","政治","政治","procession","prəˈseʃ(ə)n","n. 行列；队伍","Try using ""procession"" in a sentence related to 政治.","放到“政治”这一类里记，先把 procession 和“行列”稳定对应起来，再连同例句一起复用。","935"
"936","categorized-collection","按类型区分（4000词）","政治","政治","indignity","ɪnˈdɪɡnəti","n. 侮辱；侮辱性言行","Try using ""indignity"" in a sentence related to 政治.","放到“政治”这一类里记，先把 indignity 和“侮辱”稳定对应起来，再连同例句一起复用。","936"
"937","categorized-collection","按类型区分（4000词）","政治","政治","municipal","mjuːˈnɪsɪp(ə)l","adj. 市的；市政的","Try using ""municipal"" in a sentence related to 政治.","放到“政治”这一类里记，先把 municipal 和“市的”稳定对应起来，再连同例句一起复用。","937"
"938","categorized-collection","按类型区分（4000词）","政治","政治","ignominy","ˈɪɡnəmɪni","n. 耻辱；屈辱；名誉受损","Try using ""ignominy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 ignominy 和“耻辱”稳定对应起来，再连同例句一起复用。","938"
"939","categorized-collection","按类型区分（4000词）","政治","政治","domain","dəˈmeɪn","n. 领地；范围；领域","Try using ""domain"" in a sentence related to 政治.","放到“政治”这一类里记，先把 domain 和“领地”稳定对应起来，再连同例句一起复用。","939"
"940","categorized-collection","按类型区分（4000词）","政治","政治","territory","ˈterətri","n. 领土；领域","Try using ""territory"" in a sentence related to 政治.","放到“政治”这一类里记，先把 territory 和“领土”稳定对应起来，再连同例句一起复用。","940"
"941","categorized-collection","按类型区分（4000词）","政治","政治","kingdom","ˈkɪŋdəm","n. 王国","Try using ""kingdom"" in a sentence related to 政治.","放到“政治”这一类里记，先把 kingdom 和“王国”稳定对应起来，再连同例句一起复用。","941"
"942","categorized-collection","按类型区分（4000词）","政治","政治","realm","relm","n. 领域；王国","Try using ""realm"" in a sentence related to 政治.","放到“政治”这一类里记，先把 realm 和“领域”稳定对应起来，再连同例句一起复用。","942"
"943","categorized-collection","按类型区分（4000词）","政治","政治","sovereign","ˈsɒvrɪn","n. 最高统治者；君主；元首 adj. 独立自主的；拥有最高统治权的","Try using ""sovereign"" in a sentence related to 政治.","放到“政治”这一类里记，先把 sovereign 和“最高统治者”稳定对应起来，再连同例句一起复用。","943"
"944","categorized-collection","按类型区分（4000词）","政治","政治","autonomy","ɔːˈtɒnəmi","n. 自治；自主权；自治权","Try using ""autonomy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 autonomy 和“自治”稳定对应起来，再连同例句一起复用。","944"
"945","categorized-collection","按类型区分（4000词）","政治","政治","self-government","ˌself ˈɡʌvənmənt","n. 自治；政治独立；自制；克己","Try using ""self-government"" in a sentence related to 政治.","放到“政治”这一类里记，先把 self-government 和“自治”稳定对应起来，再连同例句一起复用。","945"
"946","categorized-collection","按类型区分（4000词）","政治","政治","commission","kəˈmɪʃ(ə)n","n. 委员会；佣金 v. 委托；委任","Try using ""commission"" in a sentence related to 政治.","放到“政治”这一类里记，先把 commission 和“委员会”稳定对应起来，再连同例句一起复用。","946"
"947","categorized-collection","按类型区分（4000词）","政治","政治","committee","kəˈmɪti","n. 委员会","Try using ""committee"" in a sentence related to 政治.","放到“政治”这一类里记，先把 committee 和“委员会”稳定对应起来，再连同例句一起复用。","947"
"948","categorized-collection","按类型区分（4000词）","政治","政治","regimen","ˈredʒɪmən","n. 养生之道","Try using ""regimen"" in a sentence related to 政治.","放到“政治”这一类里记，先把 regimen 和“养生之道”稳定对应起来，再连同例句一起复用。","948"
"949","categorized-collection","按类型区分（4000词）","政治","政治","regime","reɪˈʒiːm","n. 政权；管理制度","Try using ""regime"" in a sentence related to 政治.","放到“政治”这一类里记，先把 regime 和“政权”稳定对应起来，再连同例句一起复用。","949"
"950","categorized-collection","按类型区分（4000词）","政治","政治","election","ɪˈlekʃ(ə)n","n. 选举；当选","Try using ""election"" in a sentence related to 政治.","放到“政治”这一类里记，先把 election 和“选举”稳定对应起来，再连同例句一起复用。","950"
"951","categorized-collection","按类型区分（4000词）","政治","政治","ballot","ˈbælət","v. 进行无记名投票 n. 无记名投票","Try using ""ballot"" in a sentence related to 政治.","放到“政治”这一类里记，先把 ballot 和“进行无记名投票 n. 无记名投票”稳定对应起来，再连同例句一起复用。","951"
"952","categorized-collection","按类型区分（4000词）","政治","政治","ideology","ˌaɪdiˈɒlədʒi","n. 意识形态；思想体系","Try using ""ideology"" in a sentence related to 政治.","放到“政治”这一类里记，先把 ideology 和“意识形态”稳定对应起来，再连同例句一起复用。","952"
"953","categorized-collection","按类型区分（4000词）","政治","政治","privilege","ˈprɪvəlɪdʒ","n. 特权；荣幸 v. 给予特权；特殊对待","Try using ""privilege"" in a sentence related to 政治.","放到“政治”这一类里记，先把 privilege 和“特权”稳定对应起来，再连同例句一起复用。","953"
"954","categorized-collection","按类型区分（4000词）","政治","政治","dispensation","ˌdɪspenˈseɪʃ(ə)n","n. （尤指宗教领袖给予的）豁免；特许；分配；制度","Try using ""dispensation"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dispensation 和“（尤指宗教领袖给予的）豁免”稳定对应起来，再连同例句一起复用。","954"
"955","categorized-collection","按类型区分（4000词）","政治","政治","authority","ɔːˈθɒrəti","n. 权威；权威人士；权力；当局；官方机构","Try using ""authority"" in a sentence related to 政治.","放到“政治”这一类里记，先把 authority 和“权威”稳定对应起来，再连同例句一起复用。","955"
"956","categorized-collection","按类型区分（4000词）","政治","政治","authoritative","ɔːˈθɒrətətɪv","adj. 权威性的；命令式的","Try using ""authoritative"" in a sentence related to 政治.","放到“政治”这一类里记，先把 authoritative 和“权威性的”稳定对应起来，再连同例句一起复用。","956"
"957","categorized-collection","按类型区分（4000词）","政治","政治","senate","ˈsenət","n. 参议院","Try using ""senate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 senate 和“参议院”稳定对应起来，再连同例句一起复用。","957"
"958","categorized-collection","按类型区分（4000词）","政治","政治","congress","ˈkɒŋɡres","n. 代表大会；议会；国会","Try using ""congress"" in a sentence related to 政治.","放到“政治”这一类里记，先把 congress 和“代表大会”稳定对应起来，再连同例句一起复用。","958"
"959","categorized-collection","按类型区分（4000词）","政治","政治","factious","ˈfækʃəs","adj. 派系的；与派系相关的；好争论的","Try using ""factious"" in a sentence related to 政治.","放到“政治”这一类里记，先把 factious 和“派系的”稳定对应起来，再连同例句一起复用。","959"
"960","categorized-collection","按类型区分（4000词）","政治","政治","partisan","ˈpɑːtɪzæn","adj. 偏袒的；党派性的 n. 强烈支持者；党羽；游击队员","Try using ""partisan"" in a sentence related to 政治.","放到“政治”这一类里记，先把 partisan 和“偏袒的”稳定对应起来，再连同例句一起复用。","960"
"961","categorized-collection","按类型区分（4000词）","政治","政治","diplomatic","ˌdɪpləˈmætɪk","adj. 外交的；有交际手段的","Try using ""diplomatic"" in a sentence related to 政治.","放到“政治”这一类里记，先把 diplomatic 和“外交的”稳定对应起来，再连同例句一起复用。","961"
"962","categorized-collection","按类型区分（4000词）","政治","政治","diplomacy","dɪˈpləʊməsi","n. 外交；外交手腕；交际手段","Try using ""diplomacy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 diplomacy 和“外交”稳定对应起来，再连同例句一起复用。","962"
"963","categorized-collection","按类型区分（4000词）","政治","政治","confederate","kənˈfedərət","adj. 同盟的；联合的 n. 同盟者；同伙；合谋者 v. （使）结盟；（使）联合","Try using ""confederate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 confederate 和“同盟的”稳定对应起来，再连同例句一起复用。","963"
"964","categorized-collection","按类型区分（4000词）","政治","政治","confederacy","kənˈfedərəsi","n. 同盟；联盟；联邦","Try using ""confederacy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 confederacy 和“同盟”稳定对应起来，再连同例句一起复用。","964"
"965","categorized-collection","按类型区分（4000词）","政治","政治","league","liːɡ","n. 联盟；同盟 v. （使）结盟","Try using ""league"" in a sentence related to 政治.","放到“政治”这一类里记，先把 league 和“联盟”稳定对应起来，再连同例句一起复用。","965"
"966","categorized-collection","按类型区分（4000词）","政治","政治","affiliate","əˈfɪlieɪt","v. 隶属于；并入；加入 n. 分公司；附属机构","Try using ""affiliate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 affiliate 和“隶属于”稳定对应起来，再连同例句一起复用。","966"
"967","categorized-collection","按类型区分（4000词）","政治","政治","unconventional","ˌʌnkənˈvenʃən(ə)l","adj. 不合常规的；不符合惯例的；不寻常的","Try using ""unconventional"" in a sentence related to 政治.","放到“政治”这一类里记，先把 unconventional 和“不合常规的”稳定对应起来，再连同例句一起复用。","967"
"968","categorized-collection","按类型区分（4000词）","政治","政治","dictatorial","ˌdɪktəˈtɔːriəl","adj. 独裁的；专断的","Try using ""dictatorial"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dictatorial 和“独裁的”稳定对应起来，再连同例句一起复用。","968"
"969","categorized-collection","按类型区分（4000词）","政治","政治","dictatorship","ˌdɪkˈteɪtəʃɪp","n. 独裁；专政；独裁政府；独裁国家","Try using ""dictatorship"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dictatorship 和“独裁”稳定对应起来，再连同例句一起复用。","969"
"970","categorized-collection","按类型区分（4000词）","政治","政治","domestic","dəˈmestɪk","adj. 家庭的；国内的；驯养的 n. 佣人","Try using ""domestic"" in a sentence related to 政治.","放到“政治”这一类里记，先把 domestic 和“家庭的”稳定对应起来，再连同例句一起复用。","970"
"971","categorized-collection","按类型区分（4000词）","政治","政治","centralize","ˈsentrəlaɪz","v. 集中；形成中心；中央集权","Try using ""centralize"" in a sentence related to 政治.","放到“政治”这一类里记，先把 centralize 和“集中”稳定对应起来，再连同例句一起复用。","971"
"972","categorized-collection","按类型区分（4000词）","政治","政治","federal","ˈfedərəl","adj. 联邦的；联邦制的；联邦政府的","Try using ""federal"" in a sentence related to 政治.","放到“政治”这一类里记，先把 federal 和“联邦的”稳定对应起来，再连同例句一起复用。","972"
"973","categorized-collection","按类型区分（4000词）","政治","政治","democracy","dɪˈmɒkrəsi","n. 民主","Try using ""democracy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 democracy 和“民主”稳定对应起来，再连同例句一起复用。","973"
"974","categorized-collection","按类型区分（4000词）","政治","政治","confer","kənˈfɜː(r)","v. 授予；赋予；商讨","Try using ""confer"" in a sentence related to 政治.","放到“政治”这一类里记，先把 confer 和“授予”稳定对应起来，再连同例句一起复用。","974"
"975","categorized-collection","按类型区分（4000词）","政治","政治","consult","kənˈsʌlt","v. 咨询；查询；请教","Try using ""consult"" in a sentence related to 政治.","放到“政治”这一类里记，先把 consult 和“咨询”稳定对应起来，再连同例句一起复用。","975"
"976","categorized-collection","按类型区分（4000词）","政治","政治","entitle","ɪnˈtaɪt(ə)l","v. 授权；命名；给...权利（或资格）","Try using ""entitle"" in a sentence related to 政治.","放到“政治”这一类里记，先把 entitle 和“授权”稳定对应起来，再连同例句一起复用。","976"
"977","categorized-collection","按类型区分（4000词）","政治","政治","warrant","ˈwɒrənt","n. 搜查令；授权令 v. 使…有必要","Try using ""warrant"" in a sentence related to 政治.","放到“政治”这一类里记，先把 warrant 和“搜查令”稳定对应起来，再连同例句一起复用。","977"
"978","categorized-collection","按类型区分（4000词）","政治","政治","empower","ɪmˈpaʊə(r)","v. 授权；使能够","Try using ""empower"" in a sentence related to 政治.","放到“政治”这一类里记，先把 empower 和“授权”稳定对应起来，再连同例句一起复用。","978"
"979","categorized-collection","按类型区分（4000词）","政治","政治","authorize","ˈɔːθəraɪz","v. 授权；委托；批准","Try using ""authorize"" in a sentence related to 政治.","放到“政治”这一类里记，先把 authorize 和“授权”稳定对应起来，再连同例句一起复用。","979"
"980","categorized-collection","按类型区分（4000词）","政治","政治","exploit","ɪkˈsplɔɪt","v. 开拓；利用；开采；剥削 n. 功绩","Try using ""exploit"" in a sentence related to 政治.","放到“政治”这一类里记，先把 exploit 和“开拓”稳定对应起来，再连同例句一起复用。","980"
"981","categorized-collection","按类型区分（4000词）","政治","政治","manipulate","məˈnɪpjuleɪt","v. 操纵；使用","Try using ""manipulate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 manipulate 和“操纵”稳定对应起来，再连同例句一起复用。","981"
"982","categorized-collection","按类型区分（4000词）","政治","政治","maneuver","məˈnuːvə(r)","n. 精巧动作；军事演习；花招 v. （熟练地）移动；操控；算计","Try using ""maneuver"" in a sentence related to 政治.","放到“政治”这一类里记，先把 maneuver 和“精巧动作”稳定对应起来，再连同例句一起复用。","982"
"983","categorized-collection","按类型区分（4000词）","政治","政治","contrive","kənˈtraɪv","v. 图谋；发明；设计；设法做到","Try using ""contrive"" in a sentence related to 政治.","放到“政治”这一类里记，先把 contrive 和“图谋”稳定对应起来，再连同例句一起复用。","983"
"984","categorized-collection","按类型区分（4000词）","政治","政治","inspect","ɪnˈspekt","v. 检查；视察","Try using ""inspect"" in a sentence related to 政治.","放到“政治”这一类里记，先把 inspect 和“检查”稳定对应起来，再连同例句一起复用。","984"
"985","categorized-collection","按类型区分（4000词）","政治","政治","scrutinize","ˈskruːtənaɪz","v. 详细检查；仔细察看","Try using ""scrutinize"" in a sentence related to 政治.","放到“政治”这一类里记，先把 scrutinize 和“详细检查”稳定对应起来，再连同例句一起复用。","985"
"986","categorized-collection","按类型区分（4000词）","政治","政治","exile","ˈeksaɪl","n. 流放；放逐；流亡 v. 流放；放逐；流亡","Try using ""exile"" in a sentence related to 政治.","放到“政治”这一类里记，先把 exile 和“流放”稳定对应起来，再连同例句一起复用。","986"
"987","categorized-collection","按类型区分（4000词）","政治","政治","enslave","ɪnˈsleɪv","v. 奴役；征服；使受控制","Try using ""enslave"" in a sentence related to 政治.","放到“政治”这一类里记，先把 enslave 和“奴役”稳定对应起来，再连同例句一起复用。","987"
"988","categorized-collection","按类型区分（4000词）","政治","政治","ostracism","ˈɒstrəsɪzəm","n. 放逐；排斥","Try using ""ostracism"" in a sentence related to 政治.","放到“政治”这一类里记，先把 ostracism 和“放逐”稳定对应起来，再连同例句一起复用。","988"
"989","categorized-collection","按类型区分（4000词）","政治","政治","hustle","ˈhʌs(ə)l","v. 推搡；猛推；赶紧做；催促；兜售 n. 熙攘；忙碌","Try using ""hustle"" in a sentence related to 政治.","放到“政治”这一类里记，先把 hustle 和“推搡”稳定对应起来，再连同例句一起复用。","989"
"990","categorized-collection","按类型区分（4000词）","政治","政治","impel","ɪmˈpel","v. 促使；驱策；迫使","Try using ""impel"" in a sentence related to 政治.","放到“政治”这一类里记，先把 impel 和“促使”稳定对应起来，再连同例句一起复用。","990"
"991","categorized-collection","按类型区分（4000词）","政治","政治","oust","aʊst","v. 驱逐；夺取；取代","Try using ""oust"" in a sentence related to 政治.","放到“政治”这一类里记，先把 oust 和“驱逐”稳定对应起来，再连同例句一起复用。","991"
"992","categorized-collection","按类型区分（4000词）","政治","政治","coerce","kəʊˈɜːs","v. 强迫；迫使","Try using ""coerce"" in a sentence related to 政治.","放到“政治”这一类里记，先把 coerce 和“强迫”稳定对应起来，再连同例句一起复用。","992"
"993","categorized-collection","按类型区分（4000词）","政治","政治","banish","ˈbænɪʃ","v. 驱逐；消除","Try using ""banish"" in a sentence related to 政治.","放到“政治”这一类里记，先把 banish 和“驱逐”稳定对应起来，再连同例句一起复用。","993"
"994","categorized-collection","按类型区分（4000词）","政治","政治","evict","ɪˈvɪkt","v. 驱逐；逐出","Try using ""evict"" in a sentence related to 政治.","放到“政治”这一类里记，先把 evict 和“驱逐”稳定对应起来，再连同例句一起复用。","994"
"995","categorized-collection","按类型区分（4000词）","政治","政治","deport","dɪˈpɔːt","v. 驱逐出境；使举止得体","Try using ""deport"" in a sentence related to 政治.","放到“政治”这一类里记，先把 deport 和“驱逐出境”稳定对应起来，再连同例句一起复用。","995"
"996","categorized-collection","按类型区分（4000词）","政治","政治","dominate","ˈdɒmɪneɪt","v. 统治；支配；俯瞰","Try using ""dominate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dominate 和“统治”稳定对应起来，再连同例句一起复用。","996"
"997","categorized-collection","按类型区分（4000词）","政治","政治","abdicate","ˈæbdɪkeɪt","v. 退位；失职","Try using ""abdicate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 abdicate 和“退位”稳定对应起来，再连同例句一起复用。","997"
"998","categorized-collection","按类型区分（4000词）","政治","政治","relinquish","rɪˈlɪŋkwɪʃ","v. 放弃；让出","Try using ""relinquish"" in a sentence related to 政治.","放到“政治”这一类里记，先把 relinquish 和“放弃”稳定对应起来，再连同例句一起复用。","998"
"999","categorized-collection","按类型区分（4000词）","政治","政治","administer","ədˈmɪnɪstə(r)","v. 管理；执行；实施；给予（药物或治疗）","Try using ""administer"" in a sentence related to 政治.","放到“政治”这一类里记，先把 administer 和“管理”稳定对应起来，再连同例句一起复用。","999"
"1000","categorized-collection","按类型区分（4000词）","政治","政治","administration","ədˌmɪnɪˈstreɪʃ(ə)n","n. 管理；行政","Try using ""administration"" in a sentence related to 政治.","放到“政治”这一类里记，先把 administration 和“管理”稳定对应起来，再连同例句一起复用。","1000"
"1001","categorized-collection","按类型区分（4000词）","政治","政治","institute","ˈɪnstɪtjuːt","n. 协会；学院；研究所；机构 v. 建立；制定；开创；开始","Try using ""institute"" in a sentence related to 政治.","放到“政治”这一类里记，先把 institute 和“协会”稳定对应起来，再连同例句一起复用。","1001"
"1002","categorized-collection","按类型区分（4000词）","政治","政治","inaugurate","ɪˈnɔːɡjəreɪt","v. 开创；为（某人）举行就职典礼；为…举行开幕仪式","Try using ""inaugurate"" in a sentence related to 政治.","放到“政治”这一类里记，先把 inaugurate 和“开创”稳定对应起来，再连同例句一起复用。","1002"
"1003","categorized-collection","按类型区分（4000词）","政治","政治","amendment","əˈmendmənt","n. 改正；修改","Try using ""amendment"" in a sentence related to 政治.","放到“政治”这一类里记，先把 amendment 和“改正”稳定对应起来，再连同例句一起复用。","1003"
"1004","categorized-collection","按类型区分（4000词）","政治","政治","alteration","ˌɔːltəˈreɪʃ(ə)n","n. 改变；变更","Try using ""alteration"" in a sentence related to 政治.","放到“政治”这一类里记，先把 alteration 和“改变”稳定对应起来，再连同例句一起复用。","1004"
"1005","categorized-collection","按类型区分（4000词）","政治","政治","colonize","ˈkɒlənaɪz","v. 开拓殖民地；移居于殖民地","Try using ""colonize"" in a sentence related to 政治.","放到“政治”这一类里记，先把 colonize 和“开拓殖民地”稳定对应起来，再连同例句一起复用。","1005"
"1006","categorized-collection","按类型区分（4000词）","政治","政治","monarchy","ˈmɒnəki","n. 君主制；君主政体；君主国","Try using ""monarchy"" in a sentence related to 政治.","放到“政治”这一类里记，先把 monarchy 和“君主制”稳定对应起来，再连同例句一起复用。","1006"
"1007","categorized-collection","按类型区分（4000词）","政治","政治","dominion","dəˈmɪnjən","n. 支配；领土；统治（权）；管辖","Try using ""dominion"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dominion 和“支配”稳定对应起来，再连同例句一起复用。","1007"
"1008","categorized-collection","按类型区分（4000词）","政治","政治","anarchism","ˈænəkɪzəm","n. 无政府主义","Try using ""anarchism"" in a sentence related to 政治.","放到“政治”这一类里记，先把 anarchism 和“无政府主义”稳定对应起来，再连同例句一起复用。","1008"
"1009","categorized-collection","按类型区分（4000词）","政治","政治","mayhem","ˈmeɪhem","n. 骚动；破坏；故意的伤害罪","Try using ""mayhem"" in a sentence related to 政治.","放到“政治”这一类里记，先把 mayhem 和“骚动”稳定对应起来，再连同例句一起复用。","1009"
"1010","categorized-collection","按类型区分（4000词）","政治","政治","doctrine","ˈdɒktrɪn","n. 学说；教义；教条","Try using ""doctrine"" in a sentence related to 政治.","放到“政治”这一类里记，先把 doctrine 和“学说”稳定对应起来，再连同例句一起复用。","1010"
"1011","categorized-collection","按类型区分（4000词）","政治","政治","dogma","ˈdɒɡmə","n. 教条；教义；信条","Try using ""dogma"" in a sentence related to 政治.","放到“政治”这一类里记，先把 dogma 和“教条”稳定对应起来，再连同例句一起复用。","1011"
"1012","categorized-collection","按类型区分（4000词）","地质","地质","volcanic","vɒlˈkænɪk","adj. 火山的","Try using ""volcanic"" in a sentence related to 地质.","放到“地质”这一类里记，先把 volcanic 和“火山的”稳定对应起来，再连同例句一起复用。","1012"
"1013","categorized-collection","按类型区分（4000词）","地质","地质","eruption","ɪˈrʌpʃ(ə)n","n. 喷发；爆发","Try using ""eruption"" in a sentence related to 地质.","放到“地质”这一类里记，先把 eruption 和“喷发”稳定对应起来，再连同例句一起复用。","1013"
"1014","categorized-collection","按类型区分（4000词）","地质","地质","outburst","ˈaʊtbɜːst","n. 迸发；爆发；突发","Try using ""outburst"" in a sentence related to 地质.","放到“地质”这一类里记，先把 outburst 和“迸发”稳定对应起来，再连同例句一起复用。","1014"
